Mark,WIND,Competitor,Nat,Venue,Date,Speed
10.204624999999998,0.0,Godwin ASHIEN,NGR,Lagos (NGR),2016-05-04,35.278121440033324
10.204874999999998,0.0,Sonko MOULAYE,SEN,Ouagadougou (BUR),2016-07-16,35.277257193253234
10.205119047619048,1.6,Samuel OSEWA,GBR,Bydgoszcz (POL),2017-06-02,35.276413564620924
10.205357142857142,1.0,Romell GLAVE,JAM,Bedford (GBR),2017-06-17,35.27559055118111
10.205595238095238,0.0,Haiyang XU,CHN,Guiyang (CHN),2017-06-25,35.27476757614287
10.205833333333333,1.0,Trevorano MACKEY,BAH,"Lubbock, TX (USA)",2014-05-03,35.273944639503554
10.206071428571429,2.0,Kyle DE ESCOFET,GBR,Aarhus (DEN),2017-06-02,35.27312174126046
10.206309523809525,0.1,Romario WILLIAMS,JAM,"National Stadium, Kingston (JAM)",2020-08-08,35.27229888141089
10.206547619047619,0.8,Luke FAGAN,GBR,Dubnica nad VÃ¡hom (SVK),2011-09-15,35.27147605995218
10.206785714285715,1.9,Carlos Rafael JORGE,DOM,Ponce (PUR),2011-04-15,35.270653276881625
10.20702380952381,1.4,Christopher DAVIS,USA,"Charlotte, NC (USA)",2011-04-23,35.26983053219655
10.207261904761905,1.3,Justin AUSTIN,USA,"Iowa City, IA (USA)",2011-05-15,35.26900782589426
10.2075,1.2,Rikki FIFTON,GBR,Loughborough (GBR),2008-07-17,35.26818515797208
10.207738095238096,1.9,Paul HESSION,IRL,Cork City (IRL),2008-07-12,35.26736252842731
10.20797619047619,0.8,Joshua NORMAN,USA,Villach (AUT),2008-07-05,35.26653993725728
10.208214285714286,1.2,Uchenna EMEDOLU,NGR,Addis Abeba (ETH),2008-05-01,35.2657173844593
10.20845238095238,0.8,JosÃ© Carlos HERRERA,MEX,Xalapa (MEX),2014-08-29,35.26489487003067
10.208690476190476,0.9,Akihiro HIGASHIDA,JPN,"Prefectural Stadium, Fukui (JPN)",2020-08-29,35.264072393968725
10.208928571428572,0.0,Onyeabor NGWOGU,NGR,Abuja (NGR),2008-07-01,35.26324995627077
10.209166666666667,1.2,Yi LAO,CHN,Chongqing (CHN),2010-06-26,35.26242755693413
10.209404761904763,0.4,Ashton EATON,USA,"Hayward Field, Eugene, OR (USA)",2012-06-22,35.261605195956115
10.209642857142857,0.6,Fred ROSE,USA,"Baton Rouge, LA (USA)",2010-04-17,35.26078287333403
10.209880952380953,1.8,Okeen WILLIAMS,JAM,Montego Bay (JAM),2015-02-14,35.259960589065216
10.210119047619047,0.6,Jared WARE,USA,"Chula Vista, CA (USA)",2014-06-14,35.25913834314698
10.210357142857143,1.4,Miguel LOPEZ,PUR,Cochabamba (BOL),2012-05-27,35.25831613557662
10.210595238095237,1.3,Yusuke KOTANI,JPN,Hiroshima (JPN),2012-04-29,35.25749396635148
10.210833333333333,0.7,Jeremy DODSON,SAM,"Phoenix, AZ (USA)",2016-05-21,35.256671835468865
10.21107142857143,1.3,Vicente LENILSON DE LIMA,BRA,Buenos Aires (ARG),2009-03-24,35.255849742926095
10.211309523809524,1.1,Adam ZAVACKÃ,SVK,HodonÃ­n (CZE),2013-05-18,35.25502768872049
10.21154761904762,1.8,Remigiusz OLSZEWSKI,POL,Bydgoszcz (POL),2016-06-05,35.25420567284936
10.211785714285714,1.7,Ricardo MÃ¡rio DE SOUZA,BRA,"Arena Caixa, Sao Bernardo do Campo (BRA)",2016-06-19,35.25338369531004
10.21202380952381,1.2,Hannes DREYER,RSA,Castres (FRA),2013-06-30,35.25256175609983
10.212261904761904,2.0,Lebokeng SESELE,RSA,Bloemfontein (RSA),2016-05-06,35.25173985521607
10.2125,-0.4,Micah WILLIAMS,USA,"Beaverton, OR (USA)",2019-05-03,35.250917992656056
10.212738095238095,1.7,MatÃ­as USANDIVARAS,ARG,Cachi (ARG),2009-04-01,35.25009616841712
10.21297619047619,-3.6,Chris LAWSON,USA,"Clermont, FL (USA)",2009-05-23,35.249274382496594
10.213214285714285,0.9,Reggie DIXON,USA,"Greensboro, NC (USA)",2009-05-30,35.24845263489178
10.213452380952381,1.4,Shintaro KIMURA,JPN,Hiroshima (JPN),2009-06-27,35.24763092559999
10.213690476190477,1.3,BasÃ­lio Emilio DE MORAES JÃšNIOR,BRA,BogotÃ¡ (COL),2009-07-24,35.24680925461857
10.213928571428571,-0.3,Cravont CHARLESTON,USA,"Coral Gables, FL (USA)",2018-05-12,35.24598762194482
10.214166666666667,0.6,Ebrima CAMARA,GAM,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-08-26,35.245166027576076
10.214404761904762,1.7,Sabela SAMKELO,RSA,Pretoria (RSA),2018-03-15,35.244344471509656
10.214642857142858,1.3,Zack BAZILE,USA,"Tampa, FL (USA)",2018-05-24,35.243522953742875
10.214880952380952,1.7,Karson KOWALCHUK,CAN,"Tampa, FL (USA)",2018-05-25,35.24270147427307
10.2151,1.6,Donte' JACKSON,USA,"Baton Rouge, LA (USA)",2017-04-29,35.24194574698241
10.2153,0.9,Kalon BARNES,USA,"Austin, TX (USA)",2017-05-13,35.241255763413704
10.2155,1.6,Kenshard HAMILTON,USA,"Lexington, KY (USA)",2017-05-25,35.24056580686212
10.2157,1.9,Tatsuro SUWA,JPN,Tottori (JPN),2017-06-04,35.23987587732608
10.2159,0.9,DaBryan BLANTON,USA,Baie Mahault (FRA),2008-05-01,35.23918597480399
10.216099999999999,1.4,Leon COVINGTON,USA,"Clermont, FL (USA)",2009-06-07,35.23849609929426
10.2163,1.8,Sota KAWATSURA,JPN,Yamaguchi (JPN),2011-10-08,35.237806250795295
10.2165,0.6,Emanuel ARCHIBALD,GUY,Kingston (JAM),2018-02-10,35.23711642930554
10.2167,0.0,Michael POHL,GER,Regensburg (GER),2018-06-03,35.23642663482338
10.216899999999999,1.2,Eric HARRISON,USA,"Ratina Stadium, Tampere (FIN)",2018-07-11,35.23573686734724
10.2171,0.3,Sibusiso MATSENJWA,SWZ,RÃ©duit (MRI),2018-07-06,35.235047126875536
10.2173,2.0,Jason SMYTH,IRL,"Clermont, FL (USA)",2011-05-21,35.23435741340668
10.2175,1.7,Desmond JACKSON,USA,"Waco, TX (USA)",2011-04-23,35.233667726939075
10.2177,1.2,Arnaud REMY,FRA,Castres (FRA),2013-06-30,35.23297806747115
10.2179,2.0,Quinn-Lee RALPH,TTO,"Lake Charles, LA (USA)",2016-03-12,35.23228843500132
10.2181,2.0,Patrick DOMOGALA,GER,Weinheim (GER),2018-07-06,35.231598829528
10.2183,0.1,Jerel HILL,USA,"Greensboro, NC (USA)",2010-05-28,35.23090925104959
10.2185,1.8,Alexander KOSENKOW,GER,Mannheim (GER),2016-07-29,35.230219699564515
10.2187,1.9,Brian WITHERSPOON,USA,"Montverde, FL (USA)",2013-06-08,35.22953017507119
10.2189,0.9,Jonathan QUARCOO,NOR,Oslo (NOR),2018-07-05,35.228840677568044
10.2191,1.6,Kimour BRUCE,JAM,"San Angelo, TX (USA)",2009-05-21,35.228151207053465
10.2193,-0.7,Naron ROLLINS,USA,"Charlotte, NC (USA)",2018-05-26,35.22746176352588
10.2195,1.3,Sulayman BAH,SWE,Skara (SWE),2015-06-06,35.22677234698371
10.2197,1.8,Omar DOUGLAS,JAM,"National Stadium, Kingston (JAM)",2012-05-05,35.22608295742537
10.219899999999999,2.0,James ALAKA,GBR,"Eugene, OR (USA)",2012-05-13,35.225393594849265
10.2201,0.6,Himasha Eashan WATHTHAKANKANAMGE,SRI,Colombo (SRI),2019-02-24,35.22470425925382
10.2203,0.8,Cole BECK,USA,"Charlottesville, VA (USA)",2019-05-11,35.22401495063746
10.2205,1.5,Oliver BROMBY,GBR,Lee Valley (GBR),2019-06-05,35.223325668998584
10.220699999999999,1.9,Shogo ARAO,JPN,Hiroshima (JPN),2009-06-28,35.22263641433562
10.2209,1.3,Tony MCQUAY,USA,"Gainesville, FL (USA)",2013-04-05,35.22194718664697
10.2211,1.0,Oluseyi SMITH,CAN,Calgary (CAN),2012-06-29,35.22125798593107
10.2213,1.5,Hengnan JIANG,CHN,Guiyang (CHN),2018-06-15,35.22056881218632
10.2215,1.2,Leevan YEARWOOD,GBR,Loughborough (GBR),2008-07-17,35.21987966541114
10.2217,1.8,Ryota SUZUKI,JPN,"Denka Big Swan Stadium, Niigata (JPN)",2020-09-12,35.21919054560396
10.2219,1.2,Duan ASEMOTA,CAN,"Bloomington, IN (USA)",2018-05-13,35.218501452763185
10.2221,0.4,Kesean CARTER,USA,"Austin, TX (USA)",2018-05-11,35.21781238688724
10.2223,1.1,Marcus PARKER,USA,"San Angelo, TX (USA)",2018-05-05,35.21712334797453
10.2225,1.6,Malesela SENONA,RSA,Paarl (RSA),2018-04-05,35.21643433602348
10.2227,1.4,Michael STEPHENS,JAM,"Ratina Stadium, Tampere (FIN)",2018-07-11,35.21574535103251
10.2229,1.9,Antonio RODRÃGUES,BRA,BraganÃ§a Paulista (BRA),2018-07-14,35.21505639300003
10.2231,-0.4,Christopher VALDEZ,DOM,Barranquilla (COL),2018-07-29,35.21436746192447
10.2233,1.0,Takuya KAWAKAMI,JPN,"Prefectural Stadium, Fujiyoshida (JPN)",2019-09-01,35.213678557804236
10.2235,0.4,Hank PALMER,CAN,Windsor (CAN),2008-07-05,35.21298968063775
10.2237,-0.1,Bryan BARNETT,CAN,Padova (ITA),2009-08-30,35.21230083042343
10.2239,2.0,Luca LAI,ITA,"Stade Bouleyres, Bulle (SUI)",2020-07-11,35.211612007159694
10.2241,1.9,Arnaldo L. ROMERO,CUB,La Habana (CUB),2019-06-07,35.21092321084497
10.2243,1.3,Kenneth COMBS,USA,"Wichita, KS (USA)",2014-04-12,35.21023444147766
10.224499999999999,1.0,Xinyue PAN,CHN,Jinhua (CHN),2014-07-06,35.20954569905619
10.2247,1.3,Dimitrios Eleutherios STERGIOULIS,GRE,Athina (GRE),2014-07-19,35.20885698357898
10.2249,2.0,Christopher GARIA,NED,La Chaux-de-Fonds (SUI),2019-06-30,35.20816829504445
10.225135135135135,1.9,Gordon MCKENZIE,USA,"Fayetteville, AR (USA)",2008-05-31,35.207358655142336
10.225405405405406,1.3,Keneil LEE,JAM,Kingston (JAM),2012-04-14,35.20642808056246
10.225675675675676,1.3,Kind BUTLER,USA,"Iowa City, IA (USA)",2011-05-15,35.20549755517378
10.225945945945945,1.6,Adam THOMAS,GBR,Loughborough (GBR),2017-07-22,35.20456707897241
10.226216216216216,1.9,Kenji FUJIMITSU,JPN,Tottori (JPN),2017-06-04,35.20363665195444
10.226486486486486,0.6,Daisuke MIYAMOTO,JPN,Kyoto (JPN),2017-06-15,35.20270627411597
10.226756756756757,1.5,Matthew DAVIES,AUS,Perth (AUS),2010-02-19,35.20177594545311
10.227027027027027,-0.4,Joshua ROSS,AUS,Melbourne (AUS),2012-04-14,35.20084566596194
10.227297297297296,-1.2,Adama JAMMEH,GAM,Ouagadougou (BUR),2017-07-15,35.199915435638594
10.227567567567567,-0.3,Cliff RESIAS,BAH,"San Antonio, TX (USA)",2018-05-06,35.198985254479155
10.227837837837837,0.6,Theo ETIENNE,GBR,Lee Valley (GBR),2016-07-20,35.19805512247972
10.228108108108108,0.4,Hensley PAULINA,NED,"Gainesville, FL (USA)",2016-04-22,35.197125039636404
10.228378378378379,0.8,Aaron STUBBS,AUS,Canberra (AUS),2016-02-20,35.1961950059453
10.228648648648647,1.8,Gideon TROTTER,RSA,Pretoria (RSA),2014-04-11,35.195265021402534
10.228918918918918,0.0,Erik CARDOSO,BRA,Cali (COL),2019-06-15,35.19433508600417
10.229189189189189,1.6,Brian MARIANO,AHO,"El Paso, TX (USA)",2010-04-10,35.19340519974636
10.22945945945946,1.4,Jereem RICHARDS,TTO,Port-of-Spain (TTO),2019-07-26,35.19247536262517
10.22972972972973,1.5,Teray SMITH,BAH,"Fort Lauderdale, FL (USA)",2019-07-12,35.19154557463673
10.23,1.1,Max DYCE,USA,"Los Angeles, CA (USA)",2013-05-11,35.19061583577713
10.23027027027027,0.4,Elijah HALL,USA,Lignano Sabbiadoro (ITA),2020-08-17,35.18968614604248
10.23054054054054,0.0,Ahmed ALI,USA,"Lubbock, TX (USA)",2013-04-06,35.1887565054289
10.23081081081081,1.1,Miguel FRANCIS,GBR,Kingston (JAM),2019-05-25,35.18782691393248
10.231081081081081,1.1,Fred TAYLOR,USA,"San Diego, CA (USA)",2013-04-27,35.186897371549335
10.231351351351352,1.8,Akanni HISLOP,TTO,"Fayetteville, AR (USA)",2019-05-11,35.18596787827557
10.23162162162162,0.3,Darrell SINGLETON,USA,"Athens, GA (USA)",2019-04-06,35.185038434107305
10.231891891891891,0.5,Javon YOUNG,USA,"Charleston, SC (USA)",2010-04-17,35.18410903904063
10.232162162162162,0.8,Mike MOKAMBA,KEN,Nairobi (KEN),2015-07-11,35.183179693071665
10.232432432432432,1.5,Benjamin WILLIAMS,CAN,Edmonton (CAN),2015-07-03,35.182250396196515
10.232702702702703,1.0,Bernardo BRADY,JAM,Kingston (JAM),2015-06-25,35.18132114841129
10.232972972972973,1.8,Jonathan Okeudo NMAJU,NGR,Zaragoza (ESP),2015-05-09,35.18039194971211
10.233243243243242,-2.0,Danie VAN BLERK,RSA,Germiston (RSA),2015-03-28,35.17946280009508
10.233513513513513,0.4,Lee PROWELL,GUY,"New York, NY (USA)",2010-04-18,35.17853369955631
10.233783783783784,-0.3,Lionel LARRY,USA,"Los Angeles, CA (USA)",2009-05-09,35.17760464809191
10.234054054054054,0.7,Langston JACKSON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2019-06-01,35.17667564569799
10.234324324324325,0.1,Roy SCHMIDT,GER,La Chaux-de-Fonds (SUI),2019-06-30,35.175746692370666
10.234594594594594,2.0,Anson HENRY,CAN,"Provo, UT (USA)",2008-05-24,35.17481778810606
10.234864864864864,0.0,Ashhad AGYAPONG,USA,"Holmdel, NJ (USA)",2008-06-07,35.17388893290026
10.235151515151514,0.0,Elliott CUMMINGS,USA,"Kennesaw, GA (USA)",2019-04-27,35.17290383704405
10.235454545454544,0.8,Romario THOMAS,JAM,Kingston (JAM),2016-06-04,35.17186250999201
10.235757575757575,1.5,Otis MCDANIEL,USA,Nivelles (BEL),2010-06-26,35.17082124459708
10.236060606060606,1.0,John LUNDY,USA,"Greensboro, NC (USA)",2016-05-15,35.16978004085379
10.236363636363636,1.4,Oluwasegun MAKINDE,CAN,Toronto (CAN),2016-06-11,35.168738898756665
10.236666666666666,0.5,Franco FLORIO,ARG,"Estadio Municipal Jorge Newbery, Rosario (ARG)",2020-12-18,35.167697818300226
10.236969696969696,1.7,Diogo ANTUNES,POR,Lisboa (POR),2019-07-20,35.166656799479014
10.237272727272726,1.6,Dominik ZÃLESKÃ,CZE,Brno (CZE),2019-07-26,35.16561584228755
10.237575757575756,2.0,Jonathan FARINHA,TTO,Port-of-Spain (TTO),2019-07-27,35.16457494672034
10.237878787878786,1.6,Jhevaughn MATHERSON,JAM,"Charlottesville, VA (USA)",2019-05-10,35.16353411277194
10.238181818181818,1.9,Christopher IUS,AUS,"Barden Ridge Athletics Track, Sydney (AUS)",2020-11-28,35.16249334043687
10.238484848484848,1.3,Roy EJIAKUEKWU,GBR,"Austin, TX (USA)",2019-06-05,35.16145262970966
10.238787878787878,2.0,Tim LEATHART,AUS,Sydney (AUS),2013-03-09,35.160411980584826
10.239090909090908,1.4,Justin JENKINS,USA,"Hammond, LA (USA)",2015-05-10,35.159371393056915
10.239393939393938,0.4,Albert HUNTLEY,USA,"Tempe, AZ (USA)",2015-04-11,35.158330867120455
10.239696969696968,1.8,Yang YANG,CHN,"Main Stadium, Gwangju (KOR)",2015-07-09,35.15729040276997
10.24,1.0,Adolphus NEVERS,JAM,Kingston (JAM),2014-06-26,35.15625
10.24030303030303,2.0,Federico RAGUNI,ITA,Alcamo (ITA),2013-06-19,35.155209658805084
10.24060606060606,0.5,Kai HU,CHN,Beijing (CHN),2008-05-23,35.15416937917974
10.24090909090909,1.9,Kendall MAY,USA,"Fayetteville, AR (USA)",2008-05-31,35.153129161118514
10.24121212121212,0.7,Isaac UCHENNA,NGR,Abuja (NGR),2008-06-23,35.15208900461594
10.24151515151515,0.1,Greg CACKETT,GBR,La Chaux-de-Fonds (SUI),2013-07-07,35.15104890966654
10.24181818181818,-0.3,Andre FORD-AZONWANNA,CAN,Schifflange (LUX),2018-07-29,35.15000887626487
10.242121212121212,1.6,Kevin KRANZ,GER,Heilbronn (GER),2018-06-30,35.14896890440546
10.242424242424242,1.4,Shivnarine SMALLING,JAM,"Lubbock, TX (USA)",2018-05-05,35.14792899408285
10.242727272727272,1.5,Alvaro GOMEZ,COL,Ponce (PUR),2011-04-15,35.14688914529157
10.243030303030302,0.3,Deun WHITE,USA,"Norwalk, CA (USA)",2011-04-16,35.145849358026155
10.243333333333332,1.3,Devin PIPKIN,USA,"Iowa City, IA (USA)",2011-05-15,35.14480963228116
10.243636363636362,1.1,Mikel THOMAS,TTO,Port-of-Spain (TTO),2015-06-27,35.143769968051124
10.243939393939394,0.1,Thomas HUNTER,USA,Cuxhaven (GER),2009-07-22,35.14273036533057
10.244242424242424,-2.5,Marius BROENING,GER,Ulm (GER),2009-07-04,35.141690824114065
10.244545454545454,0.7,Brian DZINGAI,ZIM,Ostrava (CZE),2009-06-17,35.14065134439613
10.244848484848484,1.8,Anton TAYLOR,USA,"Hutchinson, KS (USA)",2009-05-22,35.13961192617133
10.245151515151514,-1.2,Jazeel MURPHY,JAM,"Estadio OlÃ­mpico, Barcelona (ESP)",2012-07-11,35.138572569434174
10.245454545454544,0.3,Abdourahim HAROUN,CHA,Sassari (ITA),2012-06-17,35.13753327417925
10.245757575757574,1.3,Joren TROMP,NED,Mannheim (GER),2014-07-17,35.136494040401054
10.246060606060606,0.1,Pascal MANCINI,SUI,"Stade Olympique de la Pontaise, Lausanne (SUI)",2017-07-06,35.13545486809417
10.246363636363636,1.5,Patrick VAN LUIJK,NED,Leiria (POR),2008-06-21,35.13441575725313
10.246666666666666,1.3,Yusuke UOZATO,JPN,Sapporo (JPN),2017-07-09,35.133376707872486
10.246969696969696,0.0,Eric CRAY,PHI,Singapore (SGP),2015-06-09,35.132337719946776
10.247272727272726,1.5,Blake SMITH,USA,"Clarksville, TN (USA)",2015-05-15,35.13129879347055
10.247575757575756,-0.1,Joseph DEWAR,GBR,Bedford (GBR),2017-06-17,35.13025992843836
10.247878787878786,0.7,Kevaughn RATTRAY,JAM,"National Stadium, Kingston (JAM)",2017-05-20,35.12922112484477
10.248181818181818,0.5,Yu ONABUTA,JPN,Kumagaya (JPN),2014-09-05,35.12818238268429
10.248484848484848,1.9,Tatsuro MIYAGI,JPN,"Prefectural Stadium, Fujiyoshida (JPN)",2019-09-01,35.12714370195151
10.248787878787878,1.5,Rolf FONGUÃ‰,SUI,Bulle (SUI),2012-06-17,35.12610508264097
10.249090909090908,0.9,Horatio WILLIAMS,USA,"Baton Rouge, LA (USA)",2011-04-02,35.12506652474721
10.249393939393938,2.0,Mark FINDLAY,GBR,Lee Valley (GBR),2010-08-04,35.124028028264796
10.249696969696968,0.3,Giovanni TOMASICCHIO,ITA,Rieti (ITA),2010-05-30,35.12298959318827
10.25,1.2,Curtis MITCHELL,USA,"Austin, TX (USA)",2010-05-28,35.1219512195122
10.25030303030303,0.5,Richard ADU-BOBIE,CAN,"Lincoln, NE (USA)",2008-05-31,35.12091290723112
10.25060606060606,1.6,Mitchell WILLIAMS-SWAIN,AUS,"Albert Park, Melbourne (AUS)",2013-04-06,35.11987465633961
10.25090909090909,0.9,Karol ZALEWSKI,POL,Bydgoszcz (POL),2013-06-29,35.118836466832214
10.25121212121212,1.3,Karabo MOTHIBI,BOT,"National Stadium, Gaborone (BOT)",2019-06-16,35.11779833870349
10.25151515151515,0.7,Ippei TAKEDA,JPN,"Olympic Stadium, Tokyo (JPN)",2020-08-23,35.11676027194798
10.25181818181818,1.0,Dominik KOPEÄ†,POL,"Stadion Miejski, Jelenia GÃ³ra (POL)",2020-07-26,35.11572226656026
10.252121212121212,-0.4,Bin LU,CHN,Jinan (CHN),2009-10-22,35.11468432253488
10.252424242424242,0.7,Duke KUALI,RSA,"UJ Soweto Campus, Johannesburg (RSA)",2020-03-14,35.11364643986641
10.252727272727272,1.5,Enrique POLANCO,CHI,Cochabamba (BOL),2019-04-26,35.112608618549395
10.253030303030302,0.9,Wataru INUZUKA,JPN,"Juntendo University Stadium, Inzai (JPN)",2019-03-22,35.111570858578396
10.253333333333332,0.2,Oraine PALMER,JAM,"Tucson, AZ (USA)",2019-05-12,35.11053315994799
10.253636363636362,1.1,Tommy RAMDHAN,GBR,"Clermont, FL (USA)",2018-04-28,35.10949552265272
10.253939393939394,1.3,Terrell SMITH,USA,"Waco, TX (USA)",2018-05-12,35.10845794668716
10.254242424242424,1.7,Amir JAMES,USA,"Tampa, FL (USA)",2018-05-25,35.10742043204587
10.254545454545454,1.9,Tarrick BROCK,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-21,35.1063829787234
10.254848484848484,1.1,Ryan ZEZE,FRA,Albi (FRA),2018-07-06,35.10534558671434
10.255121951219511,1.0,Cra'Vorkian CARSON,USA,"El Paso, TX (USA)",2017-05-14,35.10440945630976
10.255365853658535,0.9,Vladislav GRIGORYEV,KAZ,Almaty (KAZ),2017-05-13,35.10357457131306
10.25560975609756,0.9,Leon POWELL,USA,"Los Angeles, CA (USA)",2017-04-30,35.1027397260274
10.255853658536584,0.9,Taylor BANKS,USA,"Albuquerque, NM (USA)",2018-06-02,35.101904920449954
10.25609756097561,1.0,Andre STURDIVANT,USA,"Atlanta, GA (USA)",2009-06-07,35.10107015457788
10.256341463414634,2.0,Jonathan Ã…STRAND,FIN,Tampere (FIN),2011-06-12,35.10023542840837
10.256585365853658,1.9,Shigeyuki KOJIMA,JPN,Hiroshima (JPN),2009-06-28,35.09940074193855
10.256829268292682,1.0,Greg RUTHERFORD,GBR,Newcastle (GBR),2010-09-18,35.09856609516563
10.257073170731706,1.0,Maurizio CHECCUCCI,ITA,La Chaux-de-Fonds (SUI),2009-06-28,35.09773148808675
10.25731707317073,1.4,Ruslan PERESTYUK,RUS,Cheboksary (RUS),2016-06-20,35.09689692069909
10.257560975609755,0.7,Jonathan JUIN,HAI,Ninove (BEL),2012-07-21,35.09606239299982
10.257804878048779,0.3,Germaine BROWN,JAM,"Orlando, FL (USA)",2012-05-26,35.095227904986096
10.258048780487805,1.9,Massimiliano FERRARO,ITA,"Olympisch Stadion, Amsterdam (NED)",2016-07-06,35.0943934566551
10.258292682926829,1.2,Amiya KUMAR MALLICK,IND,New Delhi (IND),2016-04-28,35.093559048003996
10.258536585365853,0.0,Devon ALLEN,USA,Sydney (AUS),2018-03-17,35.09272467902996
10.258780487804877,1.0,Justin THOMAS,USA,"Tampa, FL (USA)",2018-05-24,35.09189034973016
10.259024390243901,2.0,Gawain WILLIAMS,JAM,"Tulsa, OK (USA)",2018-05-12,35.091056060101764
10.259268292682926,0.1,Asani HAMPTON,USA,"Yucaipa, CA (USA)",2018-05-03,35.090221810141934
10.25951219512195,-0.4,Hayato SUDA,JPN,Matsuyama (JPN),2017-10-07,35.08938759984785
10.259756097560974,1.9,Nil DE OLIVEIRA,SWE,Skara (SWE),2013-06-06,35.088553429216695
10.26,0.5,Leon BAPTISTE,GBR,GenÃ¨ve (SUI),2008-05-31,35.08771929824562
10.260243902439024,1.0,Marcin JÄ˜DRUSIÅƒSKI,POL,ChorzÃ³w (POL),2008-05-31,35.0868852069318
10.260487804878048,0.0,Musa DEJI,NGR,Abuja (NGR),2008-07-01,35.08605115527242
10.260731707317072,0.2,Deji ALIU,NGR,Abuja (NGR),2008-07-02,35.085217143264636
10.260975609756096,1.9,LukÃ¡Å¡ MILO,CZE,TÃ¡bor (CZE),2008-07-04,35.08438317090564
10.26121951219512,0.0,Oumar LOUM,SEN,Dakar (SEN),2008-07-05,35.08354923819259
10.261463414634145,0.7,Kareem FAIR,USA,"Montverde, FL (USA)",2018-06-09,35.08271534512266
10.261707317073169,0.5,Izzet SAFER,TUR,Ankara (TUR),2014-06-28,35.08188149169302
10.261951219512195,2.0,Ben MARTIN,USA,"Troy, AL (USA)",2014-04-26,35.08104767790084
10.262195121951219,1.9,Sanjeet SINGH,IND,Jalahalli (IND),2018-09-20,35.08021390374332
10.262439024390243,1.6,Kieran SHOWLER-DAVIS,GBR,Lee Valley (GBR),2018-07-18,35.079380169217615
10.262682926829267,1.5,James HARRINGTON,USA,"East Lansing, MI (USA)",2015-05-16,35.07854647432089
10.262926829268292,1.7,Romel LEWIS,JAM,"Hays, KS (USA)",2013-05-04,35.07771281905034
10.263170731707316,0.2,Emmanuel WELLS,USA,"Tucson, AZ (USA)",2019-05-12,35.07687920340313
10.26341463414634,1.8,Antonio INFANTINO,ITA,"Gainesville, FL (USA)",2019-04-27,35.07604562737644
10.263658536585364,1.5,Cheswill JOHNSON,RSA,Germiston (RSA),2019-04-25,35.075212090967426
10.26390243902439,1.6,Kristoffer HARI,DEN,"Waco, TX (USA)",2019-04-20,35.07437859417328
10.264146341463414,1.6,CÃ©sar RAMÃREZ,MEX,Monterrey (MEX),2019-02-16,35.07354513699119
10.264390243902438,-1.5,Mayovanex DE OLEO,DOM,Cali (COL),2019-06-22,35.07271171941831
10.264634146341463,1.6,Demarius SMITH,USA,"Gulf Shores, AL (USA)",2019-05-25,35.07187834145183
10.264878048780487,1.8,Titus Kafunda MUKHALA,ZAM,Bulle (SUI),2013-07-06,35.07104500308892
10.265119047619047,1.9,Raymond BOZMANS,USA,"Littleton, CO (USA)",2012-04-21,35.07022162431721
10.265357142857141,0.2,Jordan TAYLOR,USA,"Humble, TX (USA)",2012-05-12,35.06940820373657
10.265595238095237,0.9,Vinoj Suranjaya De Silva MUTHUMUNI,SRI,Kuala Lumpur (MAS),2018-05-11,35.06859482088809
10.265833333333331,1.4,Ben WILLIAMS,USA,"Baton Rouge, LA (USA)",2018-04-28,35.067781475769145
10.266071428571427,0.3,Jaquone HOYTE,BAR,"El Dorado, KS (USA)",2018-05-18,35.066968168377116
10.266309523809523,1.9,Myles VALENTINE,USA,"Tampa, FL (USA)",2018-05-25,35.06615489870938
10.266547619047618,2.0,Christian LYON,USA,"Austin, TX (USA)",2018-03-30,35.0653416667633
10.266785714285714,1.2,Jeffrey LAWAL-BALOGUN,GBR,La Chaux-de-Fonds (SUI),2010-07-04,35.06452847253627
10.267023809523808,1.2,Juan Carlos ALANIS PRIETO,MEX,Monterrey (MEX),2016-06-03,35.06371531602566
10.267261904761904,1.5,Tom KLING-BAPTISTE,SWE,Skara (SWE),2016-06-06,35.06290219722883
10.267499999999998,0.8,Shuji TAKAHASHI,JPN,Hiratsuka (JPN),2016-06-11,35.06208911614318
10.267738095238094,0.6,Delmas OBOU,ITA,Rieti (ITA),2013-06-14,35.06127607276607
10.267976190476189,1.8,Tyler ALEXANDER,USA,"Hutchinson, KS (USA)",2009-05-22,35.06046306709489
10.268214285714285,-1.0,Abe MORLU,LBR,Cottbus (GER),2009-08-08,35.05965009912699
10.268452380952379,-0.3,Allah LARYEA-AKRONG,GHA,Accra (GHA),2012-06-14,35.05883716885978
10.268690476190475,1.3,Michael LEBLANC,CAN,Ottawa (CAN),2012-07-14,35.058024276290624
10.268928571428571,0.0,Illas GARCIA,USA,"Jesse Owens Track, Los Angeles, CA (USA)",2020-02-29,35.057211421416895
10.269166666666665,0.6,Philipp TRUTENAT,GER,"Weserstadion Platz 11, Bremen (GER)",2020-06-20,35.05639860423599
10.269404761904761,0.7,Hiroki YANAGITA,JPN,"Olympic Stadium, Tokyo (JPN)",2020-08-23,35.055585824745265
