Mark,WIND,Competitor,Nat,Venue,Date,Speed
10.64,1.2,Carmelita JETER,USA,Shanghai (CHN),2009-09-20,33.83458646616541
10.697499999999998,0.6,Shelly-Ann FRASER-PRYCE,JAM,Kingston (JAM),2012-06-29,33.65272259873803
10.702499999999999,0.3,Elaine THOMPSON,JAM,Kingston (JAM),2016-07-01,33.637000700770855
10.74,1.0,English GARDNER,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03,33.5195530726257
10.747499999999999,0.4,Kerron STEWART,JAM,"Stadio Olimpico, Roma (ITA)",2009-07-10,33.49616189811585
10.7525,1.6,Sha'Carri RICHARDSON,USA,"Austin, TX (USA)",2019-06-08,33.48058591025343
10.76,1.1,Veronica CAMPBELL-BROWN,JAM,"MestskÃ½ Stadion, Ostrava (CZE)",2011-05-31,33.457249070631974
10.77625,1.8,Torri EDWARDS,USA,"Eugene, OR (USA)",2008-06-28,33.40679735529522
10.778749999999999,1.0,Tori BOWIE,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03,33.39904905485331
10.781249999999998,1.6,Murielle AHOURÃ‰,CIV,"Montverde, FL (USA)",2016-06-11,33.39130434782609
10.783749999999998,1.0,Tianna BARTOLETTA,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03,33.38356323171439
10.79,1.1,Blessing OKAGBARE-IGHOTEGUONOR,NGR,"Olympic Stadium, London (GBR)",2013-07-27,33.364226135310474
10.81,-0.3,Dafne SCHIPPERS,NED,"National Stadium, Beijing (CHN)",2015-08-24,33.30249768732655
10.82,0.9,Michelle-Lee AHYE,TTO,Port-of-Spain (TTO),2017-06-24,33.271719038817004
10.83,0.1,Dina ASHER-SMITH,GBR,"Khalifa International Stadium, Doha (QAT)",2019-09-29,33.2409972299169
10.84,1.8,Kelly-Ann BAPTISTE,TTO,"Clermont, FL (USA)",2010-06-05,33.210332103321036
10.845999999999998,1.0,Muna LEE,USA,"Eugene, OR (USA)",2008-06-28,33.1919601696478
10.847999999999999,2.0,Barbara PIERRE,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-21,33.18584070796461
10.85,1.5,Marie-JosÃ©e TA LOU,CIV,"Suhaim bin Hamad Stadium, Doha (QAT)",2018-05-04,33.17972350230415
10.851999999999999,2.0,Aleia HOBBS,USA,"Baton Rouge, LA (USA)",2017-04-29,33.1736085514191
10.854,0.2,Elaine THOMPSON-HERAH,JAM,"Stadio Olimpico, Roma (ITA)",2020-09-17,33.16749585406302
10.86,2.0,Marshevet HOOKER,USA,"Hayward Field, Eugene, OR (USA)",2011-06-04,33.149171270718234
10.867499999999998,1.8,Octavious FREEMAN,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-21,33.12629399585922
10.872499999999999,0.7,Sherone SIMPSON,JAM,Kingston (JAM),2008-06-27,33.11106001379628
10.89,1.5,Allyson FELIX,USA,"Olympic Stadium, London (GBR)",2012-08-04,33.05785123966942
10.897499999999999,1.0,Lauryn WILLIAMS,USA,"Eugene, OR (USA)",2008-06-28,33.035099793530634
10.9025,1.8,Shalonda SOLOMON,USA,"Clermont, FL (USA)",2010-06-05,33.019949552854854
10.907499999999999,1.8,Alexandria ANDERSON,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-21,33.00481320192529
10.9125,-0.2,RosÃ¢ngela SANTOS,BRA,"Olympic Stadium, London (GBR)",2017-08-06,32.98969072164948
10.917499999999999,1.4,Jenna PRANDINI,USA,"Walnut, CA (USA)",2015-04-18,32.97458209297
10.9225,1.2,Jasmine TODD,USA,"Hayward Field, Eugene, OR (USA)",2015-06-26,32.959487296864275
10.93,1.2,Jeneba TARMOH,USA,"Hayward Field, Eugene, OR (USA)",2015-06-26,32.93687099725526
10.94,-0.1,Schillonie CALVERT-POWELL,JAM,"Mesa, AZ (USA)",2017-06-10,32.90676416819013
10.945999999999998,1.6,Kayla WHITE,USA,"Austin, TX (USA)",2019-06-08,32.888726475424825
10.947999999999999,1.8,Simone FACEY,JAM,"Boulder, CO (USA)",2008-05-18,32.882718304713194
10.95,1.0,Morolake AKINOSUN,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03,32.87671232876713
10.951999999999998,1.3,Gina LÃœCKENKEMPER,GER,"Olympic Stadium, London (GBR)",2017-08-05,32.87070854638423
10.953999999999999,1.1,Mujinga KAMBUNDJI,SUI,Zofingen (SUI),2018-07-13,32.86470695636298
10.955714285714286,0.6,Ashley HENDERSON,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-22,32.85956448037554
10.957142857142857,0.9,Natasha MORRISON,JAM,"National Stadium, Beijing (CHN)",2015-08-24,32.85528031290743
10.958571428571428,1.0,Christania WILLIAMS,JAM,"EstÃ¡dio OlÃ­mpico, Rio de Janeiro (BRA)",2016-08-13,32.8509972624169
10.96,2.0,Aurieyall SCOTT,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-21,32.84671532846715
10.961428571428572,0.3,Mikiah BRISCO,USA,"Eugene, OR (USA)",2017-06-10,32.84243451062166
10.962857142857143,1.9,Kimberlyn DUNCAN,USA,"Baton Rouge, LA (USA)",2012-05-13,32.838154808444095
10.964285714285714,0.8,Ivet LALOVA-COLLIO,BUL,Sliven (BUL),2011-07-02,32.83387622149837
10.966666666666667,1.2,LaShauntea MOORE,USA,Maringa (BRA),2010-05-30,32.82674772036474
10.97,0.0,Debbie FERGUSON-MCKENZIE,BAH,"Stade Louis II, Monaco (MON)",2009-07-28,32.81677301731996
10.973333333333333,1.8,Mechelle LEWIS,USA,"Eugene, OR (USA)",2008-06-28,32.806804374240585
10.975833333333332,2.0,Candace HILL,USA,"Shoreline, WA (USA)",2015-06-20,32.79933186546201
10.9775,1.4,Shaunae MILLER-UIBO,BAH,"National Training Center, Clermont, FL (USA)",2020-07-24,32.79435208380779
10.979166666666666,1.5,Carina HORN,RSA,"Suhaim bin Hamad Stadium, Doha (QAT)",2018-05-04,32.78937381404175
10.980833333333333,1.6,Twanisha TERRY,USA,"Austin, TX (USA)",2019-06-08,32.78439705547545
10.9825,0.5,Carrie RUSSELL,JAM,"Letzigrund, ZÃ¼rich (SUI)",2013-08-29,32.779421807420896
10.984166666666667,1.5,Shania COLLINS,USA,"Eugene, OR (USA)",2018-06-07,32.7744480691905
10.985714285714286,0.4,Chandra STURRUP,BAH,"Stadio Olimpico, Roma (ITA)",2009-07-10,32.76983094928479
10.987142857142857,0.9,Ãngela Gabriela TENORIO,ECU,"CIBC, Toronto (CAN)",2015-07-22,32.76557014692498
10.988571428571428,1.8,Dezerea BRYANT,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-21,32.7613104524181
10.99,1.2,Yongli WEI,CHN,La Chaux-de-Fonds (SUI),2018-07-01,32.75705186533212
10.991428571428571,1.7,Hannah CUNLIFFE,USA,"Walnut, CA (USA)",2016-04-16,32.75279438523525
10.992857142857142,1.8,Oludamola OSAYOMI,NGR,SÃ£o Paulo (BRA),2011-05-22,32.748538011695906
10.994285714285713,1.4,Teahna DANIELS,USA,"Sacramento, CA (USA)",2019-05-24,32.74428274428275
10.99625,0.7,Deajah STEVENS,USA,"Torrance, CA (USA)",2017-04-15,32.73843355689439
10.99875,1.8,Candyce MCGRONE,USA,"Hayward Field, Eugene, OR (USA)",2015-06-25,32.7309921581998
11.001249999999999,1.5,Samantha HENRY-ROBINSON,JAM,"Clermont, FL (USA)",2014-04-26,32.72355414157482
11.003749999999998,1.2,Tatjana PINTO,GER,Mannheim (GER),2016-07-29,32.71611950471431
11.005999999999998,2.0,Arianna WASHINGTON,USA,"Hayward Field, Eugene, OR (USA)",2016-07-02,32.70943121933492
11.008,1.9,Ashley COLLIER,USA,"Manhattan, KS (USA)",2012-05-13,32.70348837209303
11.01,1.4,Ana Claudia LEMOS,BRA,"Walnut, CA (USA)",2015-04-18,32.69754768392371
11.011999999999999,1.5,Carolle ZAHI,FRA,Albi (FRA),2018-07-07,32.69160915365057
11.014,1.6,Aaliyah BROWN,USA,"Sacramento, CA (USA)",2017-06-22,32.68567278009806
11.015833333333331,1.5,Tamara CLARK,USA,"Knoxville, TN (USA)",2018-05-12,32.68023299795749
11.017499999999998,2.0,Joanna ATKINS,USA,"Sacramento, CA (USA)",2014-06-27,32.675289312457465
11.019166666666665,1.1,Verena SAILER,GER,Weinheim (GER),2013-08-02,32.67034712243819
11.020833333333332,1.6,Kiara PARKER,USA,"Austin, TX (USA)",2019-06-08,32.66540642722118
11.022499999999999,1.0,Angela WILLIAMS,USA,"Eugene, OR (USA)",2008-06-28,32.660467226128375
11.024166666666666,0.8,Briana WILLIAMS,JAM,"Albuquerque, NM (USA)",2019-06-08,32.655529518482126
11.025999999999998,0.3,Vitoria Cristina ROSA,BRA,Guadalajara (ESP),2018-07-06,32.65009976419373
11.027999999999999,1.7,Remona BURCHELL,JAM,"Jacksonville, FL (USA)",2014-05-30,32.644178454842226
11.03,0.8,Myriam SOUMARÃ‰,FRA,"Stade Louis II, Monaco (MON)",2014-07-18,32.638259292837716
11.031999999999998,1.1,Gloria ASUMNU,USA,"Clermont, FL (USA)",2008-05-24,32.632342277012334
11.033999999999999,1.1,Ruddy ZANG MILAMA,GAB,Port-of-Spain (TTO),2012-05-19,32.62642740619903
11.035499999999999,0.7,Blessing OKAGBARE,NGR,"Olympic Stadium, London (GBR)",2019-07-21,32.62199266005165
11.036499999999998,1.6,Kiara GRANT,JAM,"Austin, TX (USA)",2019-06-08,32.619036832329094
11.037499999999998,1.0,Tynia GAITHER,BAH,"Montverde, FL (USA)",2019-07-06,32.61608154020386
11.038499999999999,1.9,Tebogo MAMATHU,RSA,La Chaux-de-Fonds (SUI),2019-06-30,32.613126783530376
11.039499999999999,0.6,Jonielle SMITH,JAM,Kingston (JAM),2019-06-21,32.61017256216314
11.040499999999998,0.4,Manqi GE,CHN,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,32.60721887595671
11.0415,1.5,Aleen BAILEY,JAM,Kingston (JAM),2012-06-29,32.60426572476566
11.042499999999999,1.5,Natalliah WHYTE,JAM,"Knoxville, TN (USA)",2018-05-12,32.60131310844466
11.043499999999998,1.1,Jada BAYLARK,USA,"Sacramento, CA (USA)",2018-05-25,32.59836102684838
11.044499999999998,0.7,Krystsina TSIMANOUSKAYA,BLR,Minsk (BLR),2018-07-11,32.5954094798316
11.046,2.0,Montell DOUGLAS,GBR,Loughborough (GBR),2008-07-17,32.59098316132537
11.048,0.3,Kim GEVAERT,BEL,Nivelles (BEL),2008-05-10,32.58508327299059
11.05,2.0,Destiny CARTER,USA,"Baton Rouge, LA (USA)",2017-04-29,32.57918552036199
11.052,1.7,Yelena NEVMERZHITSKAYA,BLR,Grodno (BLR),2010-06-26,32.57328990228013
11.054,1.3,Sheri-Ann BROOKS,JAM,Edmonton (CAN),2012-06-16,32.567396417586394
11.055625,1.8,Lekeisha LAWSON,USA,"Hayward Field, Eugene, OR (USA)",2015-06-25,32.56260953134717
11.056875,1.5,Orlann OMBISSA-DZANGUE,FRA,Albi (FRA),2018-07-07,32.55892826861116
11.058125,1.1,Mariya RYEMYEN,UKR,Yalta (UKR),2013-06-05,32.55524783812807
11.059375,0.8,Jura LEVY,JAM,Kingston (JAM),2017-06-23,32.55156823961572
11.060625,1.8,Rebekka HAASE,GER,Zeulenroda (GER),2017-05-25,32.547889472792
11.061875,0.6,Anglerne ANNELUS,USA,"Austin, TX (USA)",2019-06-06,32.54421153737499
11.063125,1.5,Desiree HENRY,GBR,"Azusa, CA (USA)",2016-04-15,32.54053443308288
11.064375,0.9,Khalifa ST. FORT,TTO,Port-of-Spain (TTO),2017-06-24,32.536858159633965
11.065624999999999,1.3,LaVerne JONES-FERRETTE,ISV,"Olympic Stadium, London (GBR)",2012-08-03,32.53318271674669
11.066875,0.9,Sheniqua FERGUSON,BAH,"Auburn, AL (USA)",2012-04-21,32.52950810413961
11.068125,1.2,Mandy WHITE,USA,"Walnut, CA (USA)",2013-04-20,32.52583432153143
11.069374999999999,0.7,Bianca KNIGHT,USA,"Eugene, OR (USA)",2008-06-27,32.52216136864096
11.070625,1.0,Semoy HACKETT,TTO,Port-of-Spain (TTO),2016-06-25,32.518489245187155
11.071875,2.0,Charonda WILLIAMS,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-21,32.514817950889075
11.073125,0.7,Ewa SWOBODA,POL,"Olympiastadion, Berlin (GER)",2019-09-01,32.51114748546594
11.074375,1.8,Me'Lisa BARBER,USA,"Eugene, OR (USA)",2008-06-28,32.50747784863706
11.075999999999999,1.0,Caitland SMITH,USA,"Montverde, FL (USA)",2019-07-06,32.50270855904659
11.078,1.7,Tiffany TOWNSEND,USA,"Moratalaz, Madrid (ESP)",2015-07-11,32.496840584943136
11.08,0.7,Ajla DEL PONTE,SUI,"Stade Bouleyres, Bulle (SUI)",2020-07-11,32.49097472924188
11.081999999999999,1.2,Olesya POVH,UKR,Yalta (UKR),2012-06-04,32.48511099079589
11.084,0.7,Alexis WEATHERSPOON,USA,"Eugene, OR (USA)",2008-06-27,32.479249368459044
11.085624999999999,1.8,Keilah TYSON,USA,"Eugene, OR (USA)",2015-06-11,32.47448835767041
11.086875,1.1,Natalia POHREBNIAK,UKR,Kirovograd (UKR),2015-07-30,32.470826991374935
11.088125,1.9,Cierra WHITE,USA,"Lubbock, TX (USA)",2013-04-25,32.46716645059467
11.089374999999999,1.6,Mikele BARBER,USA,"Hayward Field, Eugene, OR (USA)",2011-06-23,32.463506735050444
11.090625,1.1,Alexis JOYCE,USA,"Clermont, FL (USA)",2008-05-24,32.45984784446323
11.091875,0.8,Olga SAFRONOVA,KAZ,Almaty (KAZ),2016-05-24,32.456189778554126
11.093124999999999,0.7,Kortnei JOHNSON,USA,"Torrance, CA (USA)",2017-04-15,32.45253253704435
11.094375,1.9,Imani LANSIQUOT,GBR,La Chaux-de-Fonds (SUI),2019-06-30,32.44887611965523
11.095624999999998,0.8,Shashalee FORBES,JAM,Kingston (JAM),2017-06-23,32.44522052610827
11.096874999999999,0.9,Kaylin WHITNEY,USA,"Eugene, OR (USA)",2014-07-05,32.44156575612504
11.098125,0.1,LaKya BROOKINS,USA,"Auburn, AL (USA)",2011-04-16,32.43791180942727
11.099374999999998,1.8,Asha PHILIP,GBR,"Blankers-Koen Stadion, Hengelo (NED)",2015-05-24,32.434258685736815
11.100624999999999,1.9,Gabrielle THOMAS,USA,"Columbia, SC (USA)",2019-04-13,32.430606384775636
11.101875,1.2,Ezinne OKPARAEBO,NOR,"Olympic Stadium, London (GBR)",2012-08-04,32.426954906265834
11.103124999999999,0.3,Jamile SAMUEL,NED,"Olympiastadion, Berlin (GER)",2018-08-07,32.42330424992964
11.104375,1.9,Javianne OLIVER,USA,"Hayward Field, Eugene, OR (USA)",2018-05-26,32.4196544154894
11.105714285714285,1.3,Olivia EKPONE,USA,"Lexington, KY (USA)",2014-05-18,32.415744790326734
11.107142857142856,1.9,Melissa BREEN,AUS,Canberra (AUS),2014-02-09,32.41157556270097
11.108571428571427,1.0,Tawanna MEADOWS,USA,"San Marcos, TX (USA)",2014-04-26,32.40740740740741
11.11,2.0,Laura TURNER,GBR,La Chaux-de-Fonds (SUI),2010-07-04,32.4032403240324
11.11142857142857,-0.6,VÃ©ronique MANG,FRA,"Estadio OlÃ­mpico, Barcelona (ESP)",2010-07-29,32.39907431216251
11.112857142857141,0.6,Ka'Tia SEYMOUR,USA,"Austin, TX (USA)",2019-06-06,32.39490937138451
11.114285714285712,0.9,Crystal EMMANUEL,CAN,Toronto (CAN),2018-08-11,32.39074550128536
11.115999999999998,-0.3,Daryll NEITA,GBR,"Khalifa International Stadium, Doha (QAT)",2019-09-28,32.38575026988126
11.117999999999999,-0.7,Marisol Narcisa LANDÃZURI,ECU,Cochabamba (BOL),2018-06-06,32.37992444684296
11.12,2.0,Chauntae BAYNE,USA,"San Marcos, TX (USA)",2013-04-06,32.37410071942446
11.121999999999998,1.0,Porscha LUCAS,USA,"Austin, TX (USA)",2009-04-04,32.36827908649524
11.123999999999999,1.5,Rakia AL GASSRA,BRN,Milano (ITA),2008-07-02,32.36245954692557
11.125333333333334,1.6,Tamari DAVIS,USA,"Montverde, FL (USA)",2018-06-09,32.35858101629914
11.126,0.4,Shericka JACKSON,JAM,Kingston (JAM),2018-06-22,32.35664209958656
11.126666666666667,1.2,Chryste GAINES,USA,"Clermont, FL (USA)",2008-06-14,32.354703415218694
11.127333333333333,0.1,Stephanie DURST,USA,"Blankers-Koen Stadion, Hengelo (NED)",2009-06-01,32.3527649631538
11.128,1.8,Gabrielle MAYO,USA,"Austin, TX (USA)",2009-04-04,32.350826743350105
11.128666666666666,0.1,Yevgeniya POLYAKOVA,RUS,"National Stadium, Beijing (CHN)",2008-08-16,32.3488887557659
11.129333333333333,1.4,Taylor BENNETT,USA,"Waco, TX (USA)",2018-05-12,32.34695100035941
11.13,-1.2,Gina BASS,GAM,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-08-27,32.34501347708895
11.130666666666666,0.5,Jessica YOUNG-WARREN,USA,"Guidobaldi, Rieti (ITA)",2014-09-07,32.34307618591279
11.131333333333334,0.9,Khamica BINGHAM,CAN,"CIBC, Toronto (CAN)",2015-07-22,32.341139126789244
11.132,1.9,Marije VAN HUNENSTIJN,NED,La Chaux-de-Fonds (SUI),2019-06-30,32.33920229967661
11.132666666666667,0.7,Xiaojing LIANG,CHN,"Olympiastadion, Berlin (GER)",2019-09-01,32.3372657045332
11.133333333333333,-0.7,Franciela KRASUCKI,BRA,SÃ£o Paulo (BRA),2013-06-06,32.33532934131737
11.134,1.2,Shayla SANDERS,USA,"Los Angeles, CA (USA)",2016-03-26,32.33339320998743
11.134666666666666,1.9,SalomÃ© KORA,SUI,La Chaux-de-Fonds (SUI),2019-06-30,32.33145731050174
11.135833333333332,0.2,Francisca IDOKO,NGR,Abuja (NGR),2008-07-02,32.328070044151765
11.1375,0.4,Yulia NESTSIARENKA,BLR,"National Stadium, Beijing (CHN)",2008-08-16,32.323232323232325
11.139166666666666,0.0,Jeanette KWAKYE,GBR,"National Stadium, Beijing (CHN)",2008-08-17,32.31839604997381
11.140833333333333,2.0,Tahesia HARRIGAN-SCOTT,IVB,"Randalls Island, NY (USA)",2015-07-11,32.31356122372654
11.1425,1.8,Brenessa THOMPSON,GUY,Leonora (GUY),2016-06-18,32.308727843841154
11.144166666666667,-0.2,Lisa MAYER,GER,"Olympiastadion, Berlin (GER)",2017-08-27,32.30389590966873
11.145999999999999,1.8,Chelsea HAYES,USA,"Des Moines, IA (USA)",2012-06-06,32.298582451103535
11.148,0.2,Laura MÃœLLER,GER,Rehlingen (GER),2019-06-09,32.29278794402584
11.15,1.2,Viktoriya ZYABKINA,KAZ,Almaty (KAZ),2016-06-25,32.28699551569507
11.152,1.5,OrphÃ©e NEOLA,FRA,Albi (FRA),2018-07-06,32.281205164992826
11.154,1.8,Kaylor HARRIS,USA,"Dallas, TX (USA)",2016-03-18,32.27541689080151
11.155624999999999,1.0,Gabriela Anahi SUAREZ,ECU,Quito (ECU),2020-12-12,32.27071544624349
11.156875,1.2,Victoria JORDAN,USA,"Austin, TX (USA)",2008-05-09,32.26709988235953
11.158125,-0.1,Kristal AWUAH,GBR,"Olympiastadion, Berlin (GER)",2018-09-02,32.263485128549824
11.159374999999999,0.4,Celera BARNES,USA,"Tampa, FL (USA)",2018-05-25,32.25987118454215
11.160625,0.9,Kevona DAVIS,JAM,Kingston (JAM),2018-03-23,32.2562580500644
11.161875,0.6,Lanae-Tava THOMAS,USA,"Austin, TX (USA)",2019-06-06,32.25264572484462
11.163124999999999,1.8,Sally PEARSON,AUS,Canberra (AUS),2015-02-07,32.249034208610944
11.164375,1.8,Jennifer MADU,USA,"Eugene, OR (USA)",2015-06-11,32.24542350109164
11.165333333333333,1.8,Ky WESTBROOK,USA,"Eugene, OR (USA)",2015-06-11,32.24265583950323
11.165999999999999,0.7,Cambrea STURGIS,USA,"Jacksonville, FL (USA)",2019-05-24,32.24073078989791
11.166666666666666,1.0,Bianca WILLIAMS,GBR,GenÃ¨ve (SUI),2014-06-14,32.23880597014926
11.167333333333332,1.6,Juanita BROADDUS,USA,"Auburn, AL (USA)",2008-05-18,32.23688138021611
11.168,-0.4,Stella AKAKPO,FRA,Angers (FRA),2016-06-25,32.23495702005731
11.168666666666665,2.0,Jodie WILLIAMS,GBR,"Lubbock, TX (USA)",2019-05-04,32.233032889631716
11.169333333333332,0.2,Kyra JEFFERSON,USA,"Gainesville, FL (USA)",2016-04-22,32.23110898889818
11.17,1.0,Ashanti MOORE,JAM,Kingston (JAM),2019-03-29,32.22918531781558
11.170666666666666,2.0,Ashton PURVIS,USA,"Clovis, CA (USA)",2010-06-05,32.22726187634281
11.171333333333333,1.4,Anne CIBIS,GER,Weinheim (GER),2012-07-27,32.225338664438745
11.171999999999999,1.4,Deanna HILL,USA,"Sacramento, CA (USA)",2017-06-22,32.2234156820623
11.172666666666666,1.2,Kamaria DURANT,TTO,Port-of-Spain (TTO),2019-07-27,32.221492929172385
11.173333333333332,0.9,Leya BUCHANAN,CAN,"Waco, TX (USA)",2018-05-13,32.21957040572793
11.174,1.9,Allison PETER,ISV,"Manhattan, KS (USA)",2012-05-13,32.21764811168785
11.174666666666665,1.6,Hajar AL KHALDI,BRN,Amman (JOR),2018-07-09,32.2157260470111
11.176666666666666,2.0,Tameka WILLIAMS,SKN,"San Marcos, TX (USA)",2012-04-28,32.20996122875037
11.18,1.6,Anyika ONUORA,GBR,Zeulenroda (GER),2011-05-29,32.200357781753134
11.183333333333332,1.2,Khianna GRAY,USA,"Tampa, FL (USA)",2018-05-24,32.19076005961252
11.185416666666665,1.8,Ashleigh NELSON,GBR,Weinheim (GER),2016-05-29,32.18476438815423
11.18625,1.5,Lina GRINÄŒIKAITÄ– SAMUOLÄ–,LTU,"Olympic Stadium, London (GBR)",2012-08-03,32.1823667448877
11.187083333333332,-2.2,Kai SELVON,TTO,Port-of-Spain (TTO),2011-08-13,32.17996945882529
11.187916666666665,0.6,Jessica DAVIS,USA,"Tucson, AZ (USA)",2011-05-14,32.177572529887165
11.188749999999999,-1.2,Isidora JIMÃ‰NEZ,CHI,Cochabamba (BOL),2018-06-06,32.175175957993524
11.189583333333331,0.9,Floriane GNAFOUA,FRA,Angers (FRA),2016-06-25,32.17277974306461
11.190416666666666,-0.4,Quanesha BURKS,USA,"Baton Rouge, LA (USA)",2018-04-28,32.17038388502067
11.191249999999998,1.3,Lisa Marie KWAYIE,GER,"Sportanlage am Weinweg, Regensburg (GER)",2020-07-26,32.16798838378198
11.192083333333333,1.6,Kenyanna WILSON,USA,"Hayward Field, Eugene, OR (USA)",2011-06-24,32.16559323926883
11.192916666666665,-0.3,Lawretta OZOH,NGR,Calabar (NGR),2012-06-21,32.16319845140156
11.193749999999998,1.1,Kandace THOMAS,USA,"Canyon, TX (USA)",2019-04-05,32.16080402010051
11.194583333333332,2.0,Brandee PRESLEY,USA,"Hollywood, FL (USA)",2019-06-22,32.158409945286046
11.195384615384613,0.7,Evelin RIVERA,COL,MedellÃ­n (COL),2016-07-10,32.15610828638176
11.196153846153845,1.5,Chastity RIGGIEN,USA,"Hattiesburg, MS (USA)",2012-04-28,32.153899003778776
11.196923076923076,1.2,Brianna MCNEAL,USA,"Long Beach, CA (USA)",2019-06-29,32.15169002473207
11.197692307692305,0.6,Jayla KIRKLAND,USA,"Austin, TX (USA)",2019-06-06,32.1494813491791
11.198461538461537,1.8,Rene MEDLEY,JAM,"Kingsville, TX (USA)",2019-05-25,32.14727297705729
11.199230769230768,1.9,Charminique HACKNEY,USA,"Columbia, SC (USA)",2019-04-13,32.14506490830415
11.2,1.7,Anthonique STRACHAN,BAH,"Estadio OlÃ­mpico, Barcelona (ESP)",2012-07-11,32.142857142857146
11.200769230769229,1.4,Sarah ATCHO,SUI,Zofingen (SUI),2018-07-13,32.1406496806538
11.20153846153846,1.1,Peta-Gaye DOWDIE,JAM,"Clermont, FL (USA)",2008-05-24,32.13844252163165
11.202307692307691,1.7,Hrystyna STUY,UKR,Lutsk (UKR),2018-07-19,32.136235665728215
11.203076923076921,1.5,Shayla MAHAN,USA,"Columbia, SC (USA)",2011-03-26,32.13402911288108
11.203846153846152,0.6,Rhodah NJOBVU,ZAM,"National Heroes Stadium, Lusaka (ZAM)",2020-12-06,32.13182286302781
11.204615384615384,-1.2,Inna EFTIMOVA,BUL,Plovdiv (BUL),2011-07-09,32.129616916106
11.20525,1.9,Rachelle BOONE-SMITH,USA,"Greensboro, NC (USA)",2011-05-15,32.12779723790188
11.20575,2.0,Scottesha MILLER,USA,"Clermont, FL (USA)",2011-06-11,32.12636369720902
11.20625,0.6,Amber PURVIS,USA,"Tucson, AZ (USA)",2011-05-14,32.124930284439486
11.20675,0.8,Destiny SMITH-BARNETT,USA,"Azusa, CA (USA)",2017-04-14,32.12349699957615
11.20725,0.6,Malaika MIHAMBO,GER,Mannheim (GER),2019-06-30,32.12206384260189
11.20775,1.7,Chisato FUKUSHIMA,JPN,Hiroshima (JPN),2010-04-29,32.12063081349959
11.20825,1.2,Abiodun OYEPITAN,GBR,"Orlando, FL (USA)",2012-05-26,32.11919791225214
11.20875,1.9,LorÃ¨ne Dorcas BAZOLO,POR,Salamanca (ESP),2016-06-04,32.11776513884242
11.20925,0.9,Rachel MISHER,USA,"Coral Gables, FL (USA)",2018-04-14,32.11633249325334
11.20975,1.6,Shelbi WHITE,USA,"Montverde, FL (USA)",2016-06-11,32.114899975467786
11.21025,0.7,Eliecith PALACIOS,COL,MedellÃ­n (COL),2016-07-10,32.11346758546866
11.21075,2.0,Virgil HODGE,SKN,"Fort Worth, TX (USA)",2008-05-17,32.11203532323886
11.21125,1.2,Wyllesheia MYRICK,USA,"Coral Gables, FL (USA)",2008-04-12,32.11060318876129
11.21175,0.9,Cassondra HALL,USA,"Coral Gables, FL (USA)",2018-04-14,32.10917118201887
11.212250000000001,1.0,Emma ANIA,GBR,Torino (ITA),2008-06-06,32.107739302994496
11.21275,1.5,Christine ARRON,FRA,Albi (FRA),2008-07-24,32.106307551671094
11.21325,1.6,Janet AMPONSAH,GHA,"Montverde, FL (USA)",2018-06-09,32.104875928031575
11.21375,1.1,Irene SIRAGUSA,ITA,Orvieto (ITA),2018-06-17,32.10344443205886
11.21425,1.8,Gabrielle CUNNINGHAM,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-21,32.102013063735875
11.21475,1.4,Zakiya DENOON,TTO,Port-of-Spain (TTO),2018-06-23,32.100581823045545
11.2153125,0.8,Chalonda GOODMAN,USA,Port-of-Spain (TTO),2009-07-31,32.09897182980858
11.215937499999999,2.0,Yelizaveta DEMIROVA,RUS,Yerino (RUS),2015-06-06,32.097183137834
11.2165625,1.7,Yuliya KATSURA,RUS,Sochi (RUS),2010-05-27,32.09539464519544
11.2171875,1.0,Gayon EVANS,JAM,Gold Coast (AUS),2018-04-09,32.09360635185959
11.217812499999999,1.4,Leslie COLE,USA,"Los Angeles, CA (USA)",2012-06-02,32.091818257793136
11.2184375,0.9,Jasmine CAMACHO-QUINN,PUR,"National Training Center, Clermont, FL (USA)",2020-07-24,32.09003036296276
11.2190625,1.4,Reyare THOMAS,TTO,Port-of-Spain (TTO),2015-06-27,32.08824266733517
11.2196875,1.9,Rebakah SMITH,USA,"Tampa, FL (USA)",2018-05-25,32.08645517087709
11.2203125,0.6,Devynne CHARLTON,BAH,"Bloomington, IN (USA)",2018-05-13,32.08466787355521
11.2209375,0.6,Trisha-Ann HAWTHORNE,JAM,"New York, NY (USA)",2012-05-30,32.08288077533629
11.2215625,-0.9,Dutee CHAND,IND,Ranchi (IND),2019-10-11,32.08109387618703
